Source,URL
Biogas,https://en.wikipedia.org/wiki/Biogas
[243],https://en.wikipedia.org/wiki/Bangladesh#cite_note-245
Rooppur Nuclear Power Plant,https://en.wikipedia.org/wiki/Rooppur_Nuclear_Power_Plant
Rosatom,https://en.wikipedia.org/wiki/Rosatom
nuclear power plant,https://en.wikipedia.org/wiki/Nuclear_power_plant
[244],https://en.wikipedia.org/wiki/Bangladesh#cite_note-246
[245],https://en.wikipedia.org/wiki/Bangladesh#cite_note-247
[246],https://en.wikipedia.org/wiki/Bangladesh#cite_note-248
LNG,https://en.wikipedia.org/wiki/LNG
[247],https://en.wikipedia.org/wiki/Bangladesh#cite_note-249
[248],https://en.wikipedia.org/wiki/Bangladesh#cite_note-250
[249],https://en.wikipedia.org/wiki/Bangladesh#cite_note-251
Russo-Ukrainian war,https://en.wikipedia.org/wiki/Russo-Ukrainian_war_(2022%E2%80%93present)
[250],https://en.wikipedia.org/wiki/Bangladesh#cite_note-252
spot price,https://en.wikipedia.org/wiki/Spot_price
[251],https://en.wikipedia.org/wiki/Bangladesh#cite_note-253
[252],https://en.wikipedia.org/wiki/Bangladesh#cite_note-254
government-owned companies in Bangladesh,https://en.wikipedia.org/wiki/List_of_government-owned_companies_of_Bangladesh
Orion Group,https://en.wikipedia.org/wiki/Orion_Group_(Bangladesh)
[253],https://en.wikipedia.org/wiki/Bangladesh#cite_note-255
gigawatts,https://en.wikipedia.org/wiki/Gigawatts
Chevron,https://en.wikipedia.org/wiki/Chevron_Corporation
General Electric,https://en.wikipedia.org/wiki/General_Electric
[254],https://en.wikipedia.org/wiki/Bangladesh#cite_note-256
Tourism in Bangladesh,https://en.wikipedia.org/wiki/Tourism_in_Bangladesh
,https://en.wikipedia.org/wiki/File:Save_the_sundarbans_20.jpg
Sundarbans,https://en.wikipedia.org/wiki/Sundarbans
mangrove forest,https://en.wikipedia.org/wiki/Mangrove_forest
tourism industry,https://en.wikipedia.org/wiki/Tourism_in_Bangladesh
[255],https://en.wikipedia.org/wiki/Bangladesh#cite_note-257
[256],https://en.wikipedia.org/wiki/Bangladesh#cite_note-258
three UNESCO World Heritage Sites,https://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_in_Bangladesh
the Mosque City,https://en.wikipedia.org/wiki/Historic_Mosque_City_of_Bagerhat
the Buddhist Vihara,https://en.wikipedia.org/wiki/Ruins_of_the_Buddhist_Vihara_at_Paharpur
Sundarbans,https://en.wikipedia.org/wiki/Sundarbans
tentative-list,https://en.wikipedia.org/wiki/World_Heritage_Site#Nominating_process
[257],https://en.wikipedia.org/wiki/Bangladesh#cite_note-259
World Travel and Tourism Council,https://en.wikipedia.org/wiki/World_Travel_and_Tourism_Council
[258],https://en.wikipedia.org/wiki/Bangladesh#cite_note-2019_report-260
[258],https://en.wikipedia.org/wiki/Bangladesh#cite_note-2019_report-260
[259],https://en.wikipedia.org/wiki/Bangladesh#cite_note-2013_report-261
Demographics of Bangladesh,https://en.wikipedia.org/wiki/Demographics_of_Bangladesh
Bengalis,https://en.wikipedia.org/wiki/Bengalis
[260],https://en.wikipedia.org/wiki/Bangladesh#cite_note-262
2022 census,https://en.wikipedia.org/wiki/2022_Bangladeshi_census
[10],https://en.wikipedia.org/wiki/Bangladesh#cite_note-populationcensus2022-10
[update],https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
[9],https://en.wikipedia.org/wiki/Bangladesh#cite_note-unpop-9
eighth-most-populous country,https://en.wikipedia.org/wiki/List_of_countries_by_population
fifth-most populous country,https://en.wikipedia.org/wiki/List_of_Asian_countries_by_population
most densely populated large country,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_population_density
[update],https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
[261],https://en.wikipedia.org/wiki/Bangladesh#cite_note-263
total fertility rate,https://en.wikipedia.org/wiki/Total_fertility_rate
[262],https://en.wikipedia.org/wiki/Bangladesh#cite_note-264
sub-replacement fertility,https://en.wikipedia.org/wiki/Sub-replacement_fertility
[263],https://en.wikipedia.org/wiki/Bangladesh#cite_note-265
[update],https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
[264],https://en.wikipedia.org/wiki/Bangladesh#cite_note-266
median age,https://en.wikipedia.org/wiki/Median_age
[265],https://en.wikipedia.org/wiki/Bangladesh#cite_note-267
[update],https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
[266],https://en.wikipedia.org/wiki/Bangladesh#cite_note-268
ethnically and culturally homogeneous society,https://en.wikipedia.org/wiki/List_of_countries_ranked_by_ethnic_and_cultural_diversity_level
Bengalis,https://en.wikipedia.org/wiki/Bengali_people
[8],https://en.wikipedia.org/wiki/Bangladesh#cite_note-cia-8
Adivasi,https://en.wikipedia.org/wiki/Adivasi
Chakmas,https://en.wikipedia.org/wiki/Chakma_people
Marmas,https://en.wikipedia.org/wiki/Marma_people
Santhals,https://en.wikipedia.org/wiki/Santhal_people
Mros,https://en.wikipedia.org/wiki/Mru_people_(Mrucha)
Tanchangyas,https://en.wikipedia.org/wiki/Tanchangya_people
Bawms,https://en.wikipedia.org/wiki/Bawm_people
Tripuris,https://en.wikipedia.org/wiki/Tripuri_people
Khasis,https://en.wikipedia.org/wiki/Khasi_people
Khumis,https://en.wikipedia.org/wiki/Khumi_people
Kukis,https://en.wikipedia.org/wiki/Kuki_people
Garos,https://en.wikipedia.org/wiki/Garo_people
Bisnupriya Manipuris,https://en.wikipedia.org/wiki/Bisnupriya_Manipuri_people
insurgency,https://en.wikipedia.org/wiki/Chittagong_Hill_Tracts_conflict
remains militarised,https://en.wikipedia.org/wiki/Operation_Uttaran
[267],https://en.wikipedia.org/wiki/Bangladesh#cite_note-rashiduzzaman-269
Urdu,https://en.wikipedia.org/wiki/Urdu
stranded Pakistanis,https://en.wikipedia.org/wiki/Stranded_Pakistanis
[268],https://en.wikipedia.org/wiki/Bangladesh#cite_note-270
[151],https://en.wikipedia.org/wiki/Bangladesh#cite_note-RohingyaHRW-153
List of cities and towns in Bangladesh,https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Bangladesh
city corporations,https://en.wikipedia.org/wiki/List_of_City_Corporations_of_Bangladesh
Chittagong,https://en.wikipedia.org/wiki/Chittagong
Comilla,https://en.wikipedia.org/wiki/Comilla
Khulna,https://en.wikipedia.org/wiki/Khulna
Mymensingh,https://en.wikipedia.org/wiki/Mymensingh
Sylhet,https://en.wikipedia.org/wiki/Sylhet
Rajshahi,https://en.wikipedia.org/wiki/Rajshahi
Barisal,https://en.wikipedia.org/wiki/Barisal
Rangpur,"https://en.wikipedia.org/wiki/Rangpur,_Bangladesh"
Gazipur,"https://en.wikipedia.org/wiki/Gazipur,_Dhaka_Division"
Bogura,https://en.wikipedia.org/wiki/Bogura
Narayanganj,https://en.wikipedia.org/wiki/Narayanganj
[1],https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b343a8b4_956b_45ca_872f_4cf9b2f1a6e0/2023-09-27-09-50-a3672cdf61961a45347ab8660a3109b6.pdf
Name,https://en.wikipedia.org/wiki/List_of_cities_in_Bangladesh
Name,https://en.wikipedia.org/wiki/List_of_cities_in_Bangladesh
Dhaka,https://en.wikipedia.org/wiki/Dhaka
Comilla,https://en.wikipedia.org/wiki/Comilla
Chittagong,https://en.wikipedia.org/wiki/Chittagong
Gazipur,https://en.wikipedia.org/wiki/Gazipur
Narayanganj,https://en.wikipedia.org/wiki/Narayanganj
Khulna,https://en.wikipedia.org/wiki/Khulna
Rangpur,"https://en.wikipedia.org/wiki/Rangpur,_Bangladesh"
Mymensingh,https://en.wikipedia.org/wiki/Mymensingh
Rajshahi,https://en.wikipedia.org/wiki/Rajshahi
Sylhet,https://en.wikipedia.org/wiki/Sylhet
Bogura,https://en.wikipedia.org/wiki/Bogura
Languages of Bangladesh,https://en.wikipedia.org/wiki/Languages_of_Bangladesh
,"https://en.wikipedia.org/wiki/File:Shaheed_Minar,_Dhaka,_Bangladesh.jpg"
Shaheed Minar,"https://en.wikipedia.org/wiki/Shaheed_Minar,_Dhaka"
Bengali language movement,https://en.wikipedia.org/wiki/Bengali_language_movement
Bengali,https://en.wikipedia.org/wiki/Bengali_language
native language,https://en.wikipedia.org/wiki/First_language
[269],https://en.wikipedia.org/wiki/Bangladesh#cite_note-271
[270],https://en.wikipedia.org/wiki/Bangladesh#cite_note-LOG-272
dialect continuum,https://en.wikipedia.org/wiki/Dialect_continuum
dialects,https://en.wikipedia.org/wiki/Bengali_dialects
diglossia,https://en.wikipedia.org/wiki/Diglossia
[271],https://en.wikipedia.org/wiki/Bangladesh#cite_note-273
Chittagonian,https://en.wikipedia.org/wiki/Chittagonian_language
[272],https://en.wikipedia.org/wiki/Bangladesh#cite_note-274
Noakhali,https://en.wikipedia.org/wiki/Noakhali_language
Noakhali,https://en.wikipedia.org/wiki/Noakhali_District
[273],https://en.wikipedia.org/wiki/Bangladesh#cite_note-275
[274],https://en.wikipedia.org/wiki/Bangladesh#cite_note-276
Sylheti,https://en.wikipedia.org/wiki/Sylheti_language
Sylhet,https://en.wikipedia.org/wiki/Sylhet_Division
[270],https://en.wikipedia.org/wiki/Bangladesh#cite_note-LOG-272
schools,https://en.wikipedia.org/wiki/List_of_schools_in_Bangladesh
colleges,https://en.wikipedia.org/wiki/List_of_colleges_in_Bangladesh
universities,https://en.wikipedia.org/wiki/List_of_universities_in_Bangladesh
[275],https://en.wikipedia.org/wiki/Bangladesh#cite_note-277
Chakma language,https://en.wikipedia.org/wiki/Chakma_language
[276],https://en.wikipedia.org/wiki/Bangladesh#cite_note-278
Garo,https://en.wikipedia.org/wiki/Garo_language
Meitei,https://en.wikipedia.org/wiki/Meitei_language
Kokborok,https://en.wikipedia.org/wiki/Kokborok
Rakhine,https://en.wikipedia.org/wiki/Rakhine_language
Austroasiatic languages,https://en.wikipedia.org/wiki/Austroasiatic_languages
Santali language,https://en.wikipedia.org/wiki/Santali_language
Santal people,https://en.wikipedia.org/wiki/Santal_people
[277],https://en.wikipedia.org/wiki/Bangladesh#cite_note-279
stranded Pakistanis,https://en.wikipedia.org/wiki/Stranded_Pakistanis_in_Bangladesh
Old Dhakaites,https://en.wikipedia.org/wiki/Dhakaiyas
Urdu,https://en.wikipedia.org/wiki/Urdu
[278],https://en.wikipedia.org/wiki/Bangladesh#cite_note-280
Religion in Bangladesh,https://en.wikipedia.org/wiki/Religion_in_Bangladesh
[6],https://en.wikipedia.org/wiki/Bangladesh#cite_note-census-6
Muslims,https://en.wikipedia.org/wiki/Islam_in_Bangladesh
Hindus,https://en.wikipedia.org/wiki/Hinduism_in_Bangladesh
Buddhism,https://en.wikipedia.org/wiki/Buddhism_in_Bangladesh
Christians,https://en.wikipedia.org/wiki/Christianity_in_Bangladesh
Islam,https://en.wikipedia.org/wiki/Islam_in_Bangladesh
state religion,https://en.wikipedia.org/wiki/State_religion
[279],https://en.wikipedia.org/wiki/Bangladesh#cite_note-state_religion-281
constitution,https://en.wikipedia.org/wiki/Constitution_of_Bangladesh
[280],https://en.wikipedia.org/wiki/Bangladesh#cite_note-secularism-282
[279],https://en.wikipedia.org/wiki/Bangladesh#cite_note-state_religion-281
Islam,https://en.wikipedia.org/wiki/Islam_in_Bangladesh
[6],https://en.wikipedia.org/wiki/Bangladesh#cite_note-census-6
Bengali Muslims,https://en.wikipedia.org/wiki/Bengali_Muslims
Sunni Islam,https://en.wikipedia.org/wiki/Sunni_Islam
[281],https://en.wikipedia.org/wiki/Bangladesh#cite_note-state-283
[282],https://en.wikipedia.org/wiki/Bangladesh#cite_note-284
Bengali Hindus,https://en.wikipedia.org/wiki/Bengali_Hindus
second-largest religious minority,https://en.wikipedia.org/wiki/Hinduism_in_Bangladesh
third-largest Hindu community,https://en.wikipedia.org/wiki/Hindus#Demographics
2022 census,https://en.wikipedia.org/wiki/2022_Bangladeshi_census
[281],https://en.wikipedia.org/wiki/Bangladesh#cite_note-state-283
[6],https://en.wikipedia.org/wiki/Bangladesh#cite_note-census-6
2011 census,https://en.wikipedia.org/wiki/2011_Bangladeshi_census
Buddhism,https://en.wikipedia.org/wiki/Buddhism_in_Bangladesh
[6],https://en.wikipedia.org/wiki/Bangladesh#cite_note-census-6
Chittagong Hill Tracts,https://en.wikipedia.org/wiki/Chittagong_Hill_Tracts
Bengali Buddhist,https://en.wikipedia.org/wiki/Bengali_Buddhists
Theravada,https://en.wikipedia.org/wiki/Theravada
[281],https://en.wikipedia.org/wiki/Bangladesh#cite_note-state-283
Christianity,https://en.wikipedia.org/wiki/Christianity_in_Bangladesh
Bengali Christian,https://en.wikipedia.org/wiki/Bengali_Christians
[6],https://en.wikipedia.org/wiki/Bangladesh#cite_note-census-6
Animism,https://en.wikipedia.org/wiki/Animism
irreligious,https://en.wikipedia.org/wiki/Irreligion
[281],https://en.wikipedia.org/wiki/Bangladesh#cite_note-state-283
Education in Bangladesh,https://en.wikipedia.org/wiki/Education_in_Bangladesh
,"https://en.wikipedia.org/wiki/File:Bangladesh_Literacy_Rate_(2022,_Total).svg"
literacy rate,https://en.wikipedia.org/wiki/Literacy
,https://en.wikipedia.org/wiki/File:Curzon_Hall_-_Northern_Facade_-_University_of_Dhaka_-_Dhaka_2015-05-31_1992.JPG
Curzon Hall,https://en.wikipedia.org/wiki/Curzon_Hall
University of Dhaka,https://en.wikipedia.org/wiki/University_of_Dhaka
[283],https://en.wikipedia.org/wiki/Bangladesh#cite_note-285
Ministry of Education,https://en.wikipedia.org/wiki/Ministry_of_Education_(Bangladesh)
Ministry of Primary and Mass Education,https://en.wikipedia.org/wiki/Ministry_of_Primary_and_Mass_Education
compulsory,https://en.wikipedia.org/wiki/Compulsory_education
literacy rate,https://en.wikipedia.org/wiki/Literacy_rate
[284],https://en.wikipedia.org/wiki/Bangladesh#cite_note-286
[285],https://en.wikipedia.org/wiki/Bangladesh#cite_note-287
[286],https://en.wikipedia.org/wiki/Bangladesh#cite_note-288
[287],https://en.wikipedia.org/wiki/Bangladesh#cite_note-289
[288],https://en.wikipedia.org/wiki/Bangladesh#cite_note-CompEd2-290
Primary Education Completion,https://en.wikipedia.org/wiki/Primary_Education_Completion
Junior School Certificate,https://en.wikipedia.org/wiki/Junior_School_Certificate
Secondary School Certificate,https://en.wikipedia.org/wiki/Secondary_School_Certificate_(Bangladesh)
Higher Secondary Certificate,https://en.wikipedia.org/wiki/Higher_Secondary_Certificate
[289],https://en.wikipedia.org/wiki/Bangladesh#cite_note-291
Universities,https://en.wikipedia.org/wiki/Universities_in_Bangladesh
University Grants Commission,https://en.wikipedia.org/wiki/University_Grants_Commission_(Bangladesh)
[290],https://en.wikipedia.org/wiki/Bangladesh#cite_note-292
[291],https://en.wikipedia.org/wiki/Bangladesh#cite_note-293
[292],https://en.wikipedia.org/wiki/Bangladesh#cite_note-294
National University,"https://en.wikipedia.org/wiki/National_University,_Bangladesh"
second-largest university in the world by enrolment,https://en.wikipedia.org/wiki/List_of_largest_universities_and_university_networks_by_enrollment
[293],https://en.wikipedia.org/wiki/Bangladesh#cite_note-295
University of Dhaka,https://en.wikipedia.org/wiki/University_of_Dhaka
[294],https://en.wikipedia.org/wiki/Bangladesh#cite_note-296
BUET,https://en.wikipedia.org/wiki/Bangladesh_University_of_Engineering_and_Technology
engineering education,https://en.wikipedia.org/wiki/Engineering_education
University of Chittagong,https://en.wikipedia.org/wiki/University_of_Chittagong
[295],https://en.wikipedia.org/wiki/Bangladesh#cite_note-297
BUP,https://en.wikipedia.org/wiki/Bangladesh_University_of_Professionals
[296],https://en.wikipedia.org/wiki/Bangladesh#cite_note-298
Dhaka College,https://en.wikipedia.org/wiki/Dhaka_College
[297],https://en.wikipedia.org/wiki/Bangladesh#cite_note-299
medical colleges,https://en.wikipedia.org/wiki/List_of_medical_colleges_in_Bangladesh
Ministry of Health and Family Welfare,https://en.wikipedia.org/wiki/Ministry_of_Health_and_Family_Welfare_(Bangladesh)
[298],https://en.wikipedia.org/wiki/Bangladesh#cite_note-300
North South University,https://en.wikipedia.org/wiki/North_South_University
[299],https://en.wikipedia.org/wiki/Bangladesh#cite_note-301
Health in Bangladesh,https://en.wikipedia.org/wiki/Health_in_Bangladesh
,https://en.wikipedia.org/wiki/File:Life_expectancy_by_WBG_-Bangladesh.png
life expectancy,https://en.wikipedia.org/wiki/Life_expectancy
,https://en.wikipedia.org/wiki/File:Child_mortality_rate_in_Bangladesh.png
child mortality,https://en.wikipedia.org/wiki/Child_mortality
,"https://en.wikipedia.org/wiki/File:A_community_health_worker_conducting_a_survey_in_the_Korail_slum,_Bangladesh_(8630810827).jpg"
[300],https://en.wikipedia.org/wiki/Bangladesh#cite_note-302
Ministry of Health and Family Welfare,https://en.wikipedia.org/wiki/Ministry_of_Health_and_Family_Welfare_(Bangladesh)
[301],https://en.wikipedia.org/wiki/Bangladesh#cite_note-overview-303
Health Service Division,https://en.wikipedia.org/wiki/Health_Service_Division
Medical Education And Family Welfare Division,https://en.wikipedia.org/wiki/Medical_Education_And_Family_Welfare_Division
[302],https://en.wikipedia.org/wiki/Bangladesh#cite_note-304
[301],https://en.wikipedia.org/wiki/Bangladesh#cite_note-overview-303
[303],https://en.wikipedia.org/wiki/Bangladesh#cite_note-305
[304],https://en.wikipedia.org/wiki/Bangladesh#cite_note-306
[301],https://en.wikipedia.org/wiki/Bangladesh#cite_note-overview-303
[update],https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
[305],https://en.wikipedia.org/wiki/Bangladesh#cite_note-307
[306],https://en.wikipedia.org/wiki/Bangladesh#cite_note-308
[307],https://en.wikipedia.org/wiki/Bangladesh#cite_note-309
[308],https://en.wikipedia.org/wiki/Bangladesh#cite_note-310
[309],https://en.wikipedia.org/wiki/Bangladesh#cite_note-311
[310],https://en.wikipedia.org/wiki/Bangladesh#cite_note-312
[311],https://en.wikipedia.org/wiki/Bangladesh#cite_note-313
[312],https://en.wikipedia.org/wiki/Bangladesh#cite_note-314
[313],https://en.wikipedia.org/wiki/Bangladesh#cite_note-315
[314],https://en.wikipedia.org/wiki/Bangladesh#cite_note-316
drinking water,https://en.wikipedia.org/wiki/Drinking_water
[315],https://en.wikipedia.org/wiki/Bangladesh#cite_note-317
arsenic,https://en.wikipedia.org/wiki/Arsenic
[316],https://en.wikipedia.org/wiki/Bangladesh#cite_note-318
Dhaka,https://en.wikipedia.org/wiki/Dhaka
metropolitan area,https://en.wikipedia.org/wiki/Greater_Dhaka
[317],https://en.wikipedia.org/wiki/Bangladesh#cite_note-319
[318],https://en.wikipedia.org/wiki/Bangladesh#cite_note-320
[update],https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
[319],https://en.wikipedia.org/wiki/Bangladesh#cite_note-321
infant mortality,https://en.wikipedia.org/wiki/Infant_mortality
child mortality,https://en.wikipedia.org/wiki/Child_mortality
[320],https://en.wikipedia.org/wiki/Bangladesh#cite_note-322
[321],https://en.wikipedia.org/wiki/Bangladesh#cite_note-323
[update],https://en.wikipedia.org/w/index.php?title=Bangladesh&action=edit
maternal mortality,https://en.wikipedia.org/wiki/Maternal_death
[322],https://en.wikipedia.org/wiki/Bangladesh#cite_note-324
medical tourism,https://en.wikipedia.org/wiki/Medical_tourism
India,https://en.wikipedia.org/wiki/Medical_tourism_in_India
[323],https://en.wikipedia.org/wiki/Bangladesh#cite_note-325
[324],https://en.wikipedia.org/wiki/Bangladesh#cite_note-326
coronary artery disease,https://en.wikipedia.org/wiki/Coronary_artery_disease
respiratory disease,https://en.wikipedia.org/wiki/Respiratory_disease
[325],https://en.wikipedia.org/wiki/Bangladesh#cite_note-327
Malnutrition,https://en.wikipedia.org/wiki/Malnutrition
anaemia,https://en.wikipedia.org/wiki/Anaemia
stunted,https://en.wikipedia.org/wiki/Stunted_growth
wasted,https://en.wikipedia.org/wiki/Wasting
underweight,https://en.wikipedia.org/wiki/Underweight
[326],https://en.wikipedia.org/wiki/Bangladesh#cite_note-328
Global Hunger Index,https://en.wikipedia.org/wiki/Global_Hunger_Index
[327],https://en.wikipedia.org/wiki/Bangladesh#cite_note-329
Culture of Bangladesh,https://en.wikipedia.org/wiki/Culture_of_Bangladesh
Culture of Bengal,https://en.wikipedia.org/wiki/Culture_of_Bengal
Museums in Bangladesh,https://en.wikipedia.org/wiki/Museums_in_Bangladesh
List of libraries in Bangladesh,https://en.wikipedia.org/wiki/List_of_libraries_in_Bangladesh
Public holidays in Bangladesh,https://en.wikipedia.org/wiki/Public_holidays_in_Bangladesh
List of festivals in Bangladesh,https://en.wikipedia.org/wiki/List_of_festivals_in_Bangladesh
Pahela Baishakh,https://en.wikipedia.org/wiki/Pahela_Baishakh
[328],https://en.wikipedia.org/wiki/Bangladesh#cite_note-330
Pohela Falgun,https://en.wikipedia.org/wiki/Pohela_Falgun
Valentine's Day,https://en.wikipedia.org/wiki/Valentine%27s_Day_in_Bangladesh
[329],https://en.wikipedia.org/wiki/Bangladesh#cite_note-331
Nabonno,https://en.wikipedia.org/wiki/Nabanna
[330],https://en.wikipedia.org/wiki/Bangladesh#cite_note-332
Shakrain,https://en.wikipedia.org/wiki/Shakrain
kites,https://en.wikipedia.org/wiki/Kite
Poush,https://en.wikipedia.org/wiki/Poush
Bengali calendar,https://en.wikipedia.org/wiki/Bengali_calendar
Makar Sankranti,https://en.wikipedia.org/wiki/Makar_Sankranti
[331],https://en.wikipedia.org/wiki/Bangladesh#cite_note-333
,https://en.wikipedia.org/wiki/File:Jatiyo_Sritisoudho.jpg
National Martyrs' Memorial,https://en.wikipedia.org/wiki/National_Martyrs%27_Memorial
Eid al-Fitr,https://en.wikipedia.org/wiki/Eid_al-Fitr
Ramadan,https://en.wikipedia.org/wiki/Ramadan
Eid al-Adha,https://en.wikipedia.org/wiki/Eid_al-Adha
sacrifice,https://en.wikipedia.org/wiki/Sacrifice#Islam
[332],https://en.wikipedia.org/wiki/Bangladesh#cite_note-334
national holidays,https://en.wikipedia.org/wiki/Public_holidays_in_Bangladesh
[333],https://en.wikipedia.org/wiki/Bangladesh#cite_note-335
Mawlid,https://en.wikipedia.org/wiki/Mawlid
[334],https://en.wikipedia.org/wiki/Bangladesh#cite_note-336
Ashura,https://en.wikipedia.org/wiki/Ashura
Muharram,https://en.wikipedia.org/wiki/Muharram
[335],https://en.wikipedia.org/wiki/Bangladesh#cite_note-337
Chaand Raat,https://en.wikipedia.org/wiki/Chaand_Raat
[336],https://en.wikipedia.org/wiki/Bangladesh#cite_note-338
Shab-e-Barat,https://en.wikipedia.org/wiki/Shab-e-Barat
Shab-e-Meraj,https://en.wikipedia.org/wiki/Shab-e-Meraj
Shab-e-Qadr,https://en.wikipedia.org/wiki/Night_of_Power
Ramadan,https://en.wikipedia.org/wiki/Ramadan
Bishwa Ijtema,https://en.wikipedia.org/wiki/Bishwa_Ijtema
[337],https://en.wikipedia.org/wiki/Bangladesh#cite_note-339
Durga Puja,https://en.wikipedia.org/wiki/Durga_Puja
[338],https://en.wikipedia.org/wiki/Bangladesh#cite_note-340
Krishna Janmashtami,https://en.wikipedia.org/wiki/Krishna_Janmashtami
Kali Puja,https://en.wikipedia.org/wiki/Kali_Puja
Saraswati Puja,https://en.wikipedia.org/wiki/Saraswati_Puja
Ratha Yatra,https://en.wikipedia.org/wiki/Ratha_Yatra
[339],https://en.wikipedia.org/wiki/Bangladesh#cite_note-341
[340],https://en.wikipedia.org/wiki/Bangladesh#cite_note-342
Buddha Purnima,https://en.wikipedia.org/wiki/Vesak
Gautama Buddha,https://en.wikipedia.org/wiki/Gautama_Buddha
[341],https://en.wikipedia.org/wiki/Bangladesh#cite_note-343
Boro Din,https://en.wikipedia.org/wiki/Boro_Din
Easter,https://en.wikipedia.org/wiki/Easter
[342],https://en.wikipedia.org/wiki/Bangladesh#cite_note-344
Language Movement Day,https://en.wikipedia.org/wiki/Language_Movement_Day
Bengali language movement,https://en.wikipedia.org/wiki/Bengali_language_movement
[343],https://en.wikipedia.org/wiki/Bangladesh#cite_note-345
International Mother Language Day,https://en.wikipedia.org/wiki/International_Mother_Language_Day
UNESCO,https://en.wikipedia.org/wiki/UNESCO
[344],https://en.wikipedia.org/wiki/Bangladesh#cite_note-346
Independence Day,https://en.wikipedia.org/wiki/Independence_Day_(Bangladesh)
proclamation of independence,https://en.wikipedia.org/wiki/Proclamation_of_Bangladeshi_Independence
[345],https://en.wikipedia.org/wiki/Bangladesh#cite_note-star2-347
Victory Day,https://en.wikipedia.org/wiki/Victory_Day_(Bangladesh)
Bangladesh Liberation War,https://en.wikipedia.org/wiki/Bangladesh_Liberation_War
[345],https://en.wikipedia.org/wiki/Bangladesh#cite_note-star2-347
Shaheed Minar,"https://en.wikipedia.org/wiki/Shaheed_Minar,_Dhaka"
National Martyrs' Memorial,https://en.wikipedia.org/wiki/National_Martyrs%27_Memorial
[346],https://en.wikipedia.org/wiki/Bangladesh#cite_note-348
[347],https://en.wikipedia.org/wiki/Bangladesh#cite_note-349
Bengali literature,https://en.wikipedia.org/wiki/Bengali_literature
,https://en.wikipedia.org/wiki/File:Nazrul.jpg
Kazi Nazrul Islam,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam
national poet,https://en.wikipedia.org/wiki/National_poet
[348],https://en.wikipedia.org/wiki/Bangladesh#cite_note-350
,https://en.wikipedia.org/wiki/File:Humayun_ahmed_gossip.jpg
Humayun Ahmed,https://en.wikipedia.org/wiki/Humayun_Ahmed
Charyapada,https://en.wikipedia.org/wiki/Charyapada
[349],https://en.wikipedia.org/wiki/Bangladesh#cite_note-351
Bengal Sultanate,https://en.wikipedia.org/wiki/Bengal_Sultanate
Persian literature,https://en.wikipedia.org/wiki/Persian_literature
[350],https://en.wikipedia.org/wiki/Bangladesh#cite_note-352
Mangal-Kāvyas,https://en.wikipedia.org/wiki/Mangal-K%C4%81vya
[351],https://en.wikipedia.org/wiki/Bangladesh#cite_note-run-353
Vaishnava Padavali,https://en.wikipedia.org/wiki/Vaishnava_Padavali
Vidyapati,https://en.wikipedia.org/wiki/Vidyapati
Chandidas,https://en.wikipedia.org/wiki/Chandidas
Govindadas,https://en.wikipedia.org/wiki/Govindadas
Balarama Dasa,https://en.wikipedia.org/wiki/Balarama_Dasa
Shreekrishna Kirtana,https://en.wikipedia.org/wiki/Shreekrishna_Kirtana
[351],https://en.wikipedia.org/wiki/Bangladesh#cite_note-run-353
Krittibas Ojha,https://en.wikipedia.org/wiki/Krittibas_Ojha
Ramayana,https://en.wikipedia.org/wiki/Ramayana
Kashiram Das,https://en.wikipedia.org/wiki/Kashiram_Das
Mahabharata,https://en.wikipedia.org/wiki/Mahabharata
Maladhar Basu,https://en.wikipedia.org/wiki/Maladhar_Basu
Bhagavata,https://en.wikipedia.org/wiki/Bhagavata
[351],https://en.wikipedia.org/wiki/Bangladesh#cite_note-run-353
Bipradas Pipilai,https://en.wikipedia.org/wiki/Bipradas_Pipilai
[352],https://en.wikipedia.org/wiki/Bangladesh#cite_note-354
Vijay Gupta,https://en.wikipedia.org/wiki/Vijay_Gupta_(poet)
[353],https://en.wikipedia.org/wiki/Bangladesh#cite_note-355
Shah Muhammad Sagir,https://en.wikipedia.org/wiki/Shah_Muhammad_Sagir
Zainuddin,https://en.wikipedia.org/wiki/Zainuddin_(poet)
Abdul Hakim,https://en.wikipedia.org/wiki/Abdul_Hakim_(poet)
[351],https://en.wikipedia.org/wiki/Bangladesh#cite_note-run-353
Alaol,https://en.wikipedia.org/wiki/Alaol
bard,https://en.wikipedia.org/wiki/Bard
[351],https://en.wikipedia.org/wiki/Bangladesh#cite_note-run-353
Bengal Renaissance,https://en.wikipedia.org/wiki/Bengal_Renaissance
Michael Madhusudan Dutt,https://en.wikipedia.org/wiki/Michael_Madhusudan_Dutt
blank verse,https://en.wikipedia.org/wiki/Blank_verse
